name,st_stusps,lon,lat,population,pop,death_cause,deaths_dod,confirmed,confirmed_per_100k,deaths_covid,deaths_per_100k,crude_rate,rin_flag
Glacier,MT,-112.994736310289,48.7051379978892,68424,13753,Suicide,21,1429,10390.4602632153,29,210.86308441794498,30.690985619081,0
Butler,MO,-90.40657484798159,36.7164116621799,213967,42478,Suicide,41,3185,7497.998964169691,24,56.499835208814,19.1618333668276,0
Dunklin,MO,-90.0909092555151,36.2721139752821,152316,29131,Suicide,32,2322,7970.890117057429,16,54.9243074388109,21.0089550670974,0
Stoddard,MO,-89.94430551744409,36.8555987547441,147892,29025,Suicide,27,2209,7610.680447889749,35,120.585701981051,18.2565656019257,0
Roosevelt,MT,-105.016407580492,48.294507282333896,56270,11004,Suicide,14,1460,13267.9025808797,52,472.555434387495,24.8800426515017,0
Valley,MT,-106.667461300149,48.3652650736563,37708,7396,Suicide,11,732,9897.24175229854,10,135.208220659816,29.171528588098003,0
Salem,NJ,-75.3490497754243,39.587612804249794,317730,62385,Suicide,39,4216,6758.03478400256,137,219.604071491544,12.2745727504485,0
Yancey,NC,-82.30762485734559,35.8989445705549,88526,18069,Suicide,19,1276,7061.81858431568,13,71.9464275831535,21.4626211508483,0
Kiowa,OK,-98.9808557823361,34.9163535608011,45179,8708,Suicide,15,720,8268.259072117591,13,149.288011024345,33.2012660749463,0
Josephine,OR,-123.555476210706,42.365474631607796,427993,87487,Suicide,125,1883,2152.31977322345,36,41.1489707042189,29.2060851462524,0
Wood,TX,-95.38207509200609,32.7864057709021,219878,45539,Suicide,41,2816,6183.7106655833495,94,206.416478183535,18.646704081354198,0
Cameron,PA,-78.2038804026354,41.436729365569,23298,4447,Suicide,0,237,5329.43557454464,7,157.409489543512,0.0,0
Lawrence,PA,-80.334228092847,40.9912471534513,437400,85512,Suicide,75,5372,6282.15922911404,163,190.616521657779,17.1467764060357,0
Cass,TX,-94.3435443384758,33.0775358745486,151080,30026,Suicide,36,1589,5292.0801971624605,66,219.80949843468997,23.8284352660842,0
Tyler,TX,-94.3765998863208,30.7712351995673,107320,21672,Suicide,30,1069,4932.63196751569,24,110.741971207087,27.9537830786433,0
Hidalgo,TX,-98.18120448864019,26.3968828654505,4249820,868707,Suicide,262,62247,7165.47696749307,2404,276.733121754516,6.16496698683709,0
Kleberg,TX,-97.7272829826362,27.4337065430167,157954,30680,Suicide,13,2134,6955.67144719687,64,208.604954367666,8.23024424832546,0
Ward,TX,-103.102501355179,31.5094923959024,58138,11998,Suicide,0,1006,8384.730788464742,16,133.355559259877,0.0,0
Washington,TX,-96.4034408206108,30.214524187806603,174410,35882,Suicide,13,1735,4835.2934619029,73,203.444624045482,7.453701049251761,0
Grand,UT,-109.56985645435199,38.981973016537,47962,9754,Suicide,11,1,10.2522042239081,0,0.0,22.9348234018598,0
Wasatch,UT,-111.168153363672,40.3307804624227,152749,34091,Suicide,28,3985,11689.3021618609,16,46.9332081781115,18.330725569398197,0
Amherst,VA,-79.1451464892421,37.604799246918894,158848,31605,Suicide,25,2320,7340.6106628698,11,34.804619522227505,15.738315874294901,0
Fauquier,VA,-77.809238495807,38.7386482690818,346239,71222,Suicide,52,3384,4751.3408778186495,31,43.5258768358092,15.018527664416801,0
Southeast Fairbanks,AK,-143.21181328851802,63.876324562772396,34452,6893,Suicide,0,426,6180.182794138979,3,43.522414043232295,0.0,0
Swisher,TX,-101.734994145917,34.5303936592098,37557,7397,Suicide,0,708,9571.44788427741,14,189.26591861565498,0.0,0
Dallas,AL,-87.10646900303209,32.3259792587885,200375,37196,Suicide,24,3164,8506.29099903215,105,282.288418109474,11.9775421085465,0
Yukon-Koyukuk,AK,-151.389632044239,65.5086446211602,27298,5230,Suicide,11,261,4990.43977055449,4,76.4818355640535,40.2959923803942,0
Apache,AZ,-109.48882230843999,35.3955264673495,359838,71887,Suicide,120,9385,13055.2116516199,300,417.32162978007204,33.3483400863722,0
Curry,OR,-124.156780466756,42.4576370038944,113013,22925,Suicide,55,327,1426.39040348964,5,21.8102508178844,48.6669675170113,0
Valdez-Cordova,AK,-144.468630961131,61.56195511559879,46647,9202,Suicide,15,415,4509.88915453162,3,32.6016083460117,32.1564087722683,0
Wrangell,AK,-132.022305026797,56.331718973625605,12181,2502,Suicide,0,26,1039.16866506795,0,0.0,0.0,0
Yakutat,AK,-140.35768726394198,59.88889522608021,3058,579,Suicide,0,64,11053.540587219299,1,172.711571675302,0.0,0
La Paz,AZ,-113.981324157015,33.729243716591704,102399,21108,Suicide,42,2195,10398.9008906576,56,265.30225506916804,41.0160255471245,0
Maricopa,AZ,-112.491291363267,33.3488159443998,21215992,4485414,Suicide,3433,459420,10242.5327963038,7172,159.896054188086,16.1811901135709,0
Mohave,AZ,-113.757952696643,35.7040951591062,1030097,212181,Suicide,367,18632,8781.18210395841,507,238.946936813381,35.6277127299662,0
Bradley,AR,-92.16239823980499,33.4664199333454,54999,10763,Suicide,0,1221,11344.4207005482,28,260.150515655486,0.0,0
Calhoun,AR,-92.50304686890509,33.558031272887,26099,5189,Suicide,0,331,6378.87839660821,2,38.5430718828291,0.0,0
Clark,AR,-93.1763667668939,34.050970670851605,112220,22320,Suicide,14,1782,7983.87096774193,33,147.849462365591,12.4754945642488,0
Desha,AR,-91.2539824947653,33.8332845071054,59381,11361,Suicide,0,1171,10307.191268374301,17,149.634715253939,0.0,0
Southampton,VA,-77.1060993665092,36.7204272657958,89561,17631,Suicide,0,1661,9420.90635811922,46,260.90408938801005,0.0,0
Franklin,AL,-87.8437346280785,34.441692297347394,157783,31362,Suicide,22,3801,12119.762770231499,53,168.99432434156,13.943200471533698,0
Yakima,WA,-120.738456260874,46.45706868078071,1247792,250873,Suicide,174,23974,9556.229646075899,365,145.49194213805401,13.9446317976073,0
Marinette,WI,-88.0332821601145,45.3829226955478,203417,40350,Suicide,39,4250,10532.8376703841,60,148.698884758364,19.172438881706103,0
Greeley,NE,-98.5212183146389,41.567444230052295,12040,2356,Suicide,0,191,8106.960950764009,2,84.8896434634974,0.0,0
Blount,AL,-86.5673803993187,33.9808688306628,288949,57826,Suicide,50,5568,9628.88665997994,95,164.28596133227302,17.3040917255294,0
Lamar,AL,-88.0969581267702,33.7791353886919,69680,13805,Suicide,0,1219,8830.134009416879,24,173.85005432814202,0.0,0
Sherman,KS,-101.719984052672,39.3514490562517,29887,5917,Suicide,10,579,9785.36420483353,11,185.90501943552502,33.459363602904304,0
Clarke,AL,-87.8308086155434,31.6766778120992,122015,23622,Suicide,14,3111,13169.9263398527,39,165.10033020066,11.4739990984715,0
Nome,AK,-164.02721167914,64.9110921426157,49509,10004,Suicide,30,307,3068.7724910036,0,0.0,60.595043325456,0
North Slope,AK,-153.481042850156,69.312149595268,48650,9832,Suicide,15,981,9977.62408462164,3,30.512611879576898,30.8324768756423,0
Northwest Arctic,AK,-159.721015774793,67.0530086651378,38497,7621,Suicide,29,569,7466.21178323055,1,13.121637580369999,75.3305452372912,0
Petersburg,AK,-132.934457318718,57.119510107505505,15988,3266,Suicide,0,47,1439.06919779547,1,30.6184935701163,0.0,0
Prince of Wales-Hyder,AK,-133.019199136852,55.7997276106209,31949,6203,Suicide,0,75,1209.09237465742,1,16.121231662099,0.0,0
Sitka,AK,-135.31525107951902,57.24007686401529,43929,8493,Suicide,0,299,3520.54633227364,0,0.0,0.0,0
Ritchie,WV,-81.06297956079571,39.1782579613474,49363,9554,Suicide,12,544,5693.95017793594,8,83.7345614402345,24.309705649980803,0
Anderson,KS,-95.2933389994408,38.2141808373653,39229,7858,Suicide,10,753,9582.59099007381,9,114.532960040723,25.4913456881389,0
Okeechobee,FL,-80.88863138971479,27.3864423525601,202074,42168,Suicide,34,3177,7534.149117814459,57,135.17359134889,16.8255193641933,0
Sublette,WY,-109.914709739225,42.7668986252014,49337,9831,Suicide,18,647,6581.22266300478,7,71.20333638490492,36.4837748545716,0
Baldwin,AL,-87.722563532822,30.727478766939303,1043033,223234,Suicide,208,17627,7896.19860773896,217,97.2074146411389,19.9418426837885,0
Barbour,AL,-85.3932097890257,31.869581438362303,129492,24686,Suicide,18,1898,7688.568419347,40,162.03516163007401,13.9004726160689,0
Santa Cruz,AZ,-110.84658768144399,31.5260252130713,231864,46498,Suicide,21,7358,15824.336530603501,145,311.84136952127005,9.057033433391991,0
Yavapai,AZ,-112.55390468776001,34.599903657846696,1126822,235099,Suicide,399,15986,6799.68864180622,362,153.977685996112,35.409319306864795,0
Arkansas,AR,-91.37490973290751,34.290807055805104,90977,17486,Suicide,14,1726,9870.75374585383,36,205.87898890541,15.3885047869242,0
Prowers,CO,-102.39335974663,37.95519536784379,60144,12172,Suicide,12,1112,9135.7213276372,21,172.52711140322103,19.952114924182,0
Autauga,AL,-86.6427301373947,32.5349229329281,277263,55869,Suicide,53,5499,9842.66766901144,67,119.923392221089,19.115424705063397,0
Searcy,AR,-92.69950814142429,35.91089957257721,39661,7881,Suicide,11,600,7613.24704986677,14,177.642431163558,27.735054587630202,0
Bibb,AL,-87.1264750718231,32.9986282289258,112800,22394,Suicide,23,2261,10096.454407430601,51,227.739573099938,20.3900709219858,0
Bullock,AL,-85.7156793302864,32.1005254643941,52269,10101,Suicide,0,1074,10632.6106326106,29,287.100287100287,0.0,0
Butler,AL,-86.6802756224274,31.752429155671898,99953,19448,Suicide,10,1766,9080.62525709585,60,308.515014397367,10.0047022100387,0
Chambers,AL,-85.39203021569159,32.9143453511072,169370,33254,Suicide,36,3135,9427.43730077585,75,225.53677753052298,21.255240007085103,0
Calhoun,AL,-85.8260392190655,33.7714156646701,575152,113605,Suicide,118,11729,10324.369525989201,228,200.695391928172,20.516315686983603,0
Cherokee,AL,-85.6038009591683,34.1759046531161,129510,26196,Suicide,30,1673,6386.47121697969,33,125.973431058177,23.164234422052303,0
Chilton,AL,-86.7187902244482,32.8478673079075,220035,44428,Suicide,32,3513,7907.17565499235,79,177.81579184298198,14.5431408639535,0
Clay,AL,-85.8605790173855,33.2690235984321,67241,13235,Suicide,15,1316,9943.33207404609,50,377.786173026067,22.3078181466665,0
Choctaw,AL,-88.26317980997909,32.0197717209757,65272,12589,Suicide,0,524,4162.36396854397,24,190.642624513464,0.0,0
Cleburne,AL,-85.5188093325493,33.6745132042622,74909,14910,Suicide,11,1241,8323.2729711603,28,187.793427230047,14.684483840393,0
Coffee,AL,-85.98815267828459,31.4026494216812,257129,52342,Suicide,39,4734,9044.36208016507,71,135.646326086126,15.167484025528,0
Blackford,IN,-85.32482248007159,40.4736368222935,60754,11758,Suicide,0,1125,9567.95373362817,23,195.611498554176,0.0,0
Coosa,AL,-86.24766160001141,32.9362430424933,53660,10663,Suicide,11,661,6199.00590828097,19,178.186251523961,20.499440924338398,0
Colbert,AL,-87.8049278062499,34.700470938378,272375,55241,Suicide,52,5650,10227.910428848101,104,188.265961876143,19.0913262964663,0
Geneva,AL,-85.83909144612959,31.095054848020002,132838,26271,Suicide,21,2171,8263.865098397471,51,194.130409957748,15.8087294298318,0
Okaloosa,FL,-86.5917216746908,30.691283659672603,1006585,210738,Suicide,195,16221,7697.235429775359,277,131.442834230182,19.3724325317782,0
Greene,AL,-87.9522035332915,32.8531477566293,42017,8111,Suicide,0,786,9690.54370607817,24,295.89446430773,0.0,0
Conecuh,AL,-86.9936615072556,31.429236930250102,62483,12067,Suicide,0,991,8212.48031822325,23,190.60246954503998,0.0,0
Dale,AL,-85.61100443496241,31.4318101912286,246457,49172,Suicide,41,4186,8512.9748637436,92,187.098348653705,16.6357620193381,0
Covington,AL,-86.4512668443236,31.248491453553,187285,37049,Suicide,31,3479,9390.26694377716,86,232.12502361737202,16.552313319272802,0
Crenshaw,AL,-86.31354750864891,31.7315185036864,69548,13772,Suicide,0,1270,9221.60906186465,48,348.53325588149903,0.0,0
Cullman,AL,-86.8675757206047,34.1319452282297,411962,83768,Suicide,93,8409,10038.4394995702,143,170.709578836787,22.5748976847379,0
Aleutians West,AK,-106.606059970995,52.7979963162667,28585,5634,Suicide,0,309,5484.55804046858,0,0.0,0.0,0
Knox,IL,-90.213237054057,40.9318377414435,255198,49699,Suicide,45,4740,9537.415239743259,150,301.816937966559,17.633367032657002,0
DeKalb,AL,-85.80410976896029,34.459800331409504,356097,71513,Suicide,65,7985,11165.80202201,122,170.59835274705299,18.2534534129746,0
Tallapoosa,AL,-85.79750899281659,32.8623506241952,203914,40367,Suicide,37,3228,7996.63091138802,111,274.977085242896,18.1449042243299,0
Elmore,AL,-86.14915715534642,32.5966474982654,407808,81209,Suicide,88,8373,10310.4335726336,123,151.461044958071,21.5787821720025,0
Fallon,MT,-104.41738291506901,46.3340037962653,15347,2846,Suicide,0,272,9557.2733661279,2,70.2740688685875,0.0,0
Escambia,AL,-87.16158196121191,31.126134749153103,187445,36633,Suicide,41,3434,9374.06163841345,46,125.569841399831,21.8730827709461,0
Henry,AL,-85.24141340693771,31.5147053035674,85931,17205,Suicide,14,1622,9427.492008137171,29,168.55565242662,16.2921413692381,0
Fayette,AL,-87.73885770883649,33.721222264092106,83080,16302,Suicide,22,1835,11256.287572076999,34,208.563366458103,26.4805007221955,0
Etowah,AL,-86.0347633269705,34.0452566702306,514408,102268,Suicide,83,12265,11992.9987874995,213,208.27629365979598,16.1350523320011,0
Hale,AL,-87.6291493665177,32.762663458186104,74742,14651,Suicide,11,1897,12947.921643573798,48,327.622687871135,14.7172941585722,0
Bristol Bay,AK,-156.699977456512,58.743863607996104,4491,836,Suicide,0,0,0.0,0,0.0,0.0,0
Houston,AL,-85.302474043036,31.153200882578396,521490,105882,Suicide,78,9221,8708.75125139306,182,171.88946185376201,14.957142035321901,0
Limestone,AL,-86.98140593250629,34.8101012849964,465779,98915,Suicide,71,8493,8586.159834201078,85,85.9323661729768,15.2432806116205,0
Jackson,AL,-85.9993539849962,34.7794555824202,260867,51626,Suicide,70,6114,11842.86987177,57,110.409483593538,26.833597197039104,0
Jefferson,AL,-86.89640830636709,33.554334499008306,3299178,658573,Suicide,447,65528,9949.99795011335,1094,166.11674028543501,13.5488294356958,0
Morgan,AL,-86.8529248283104,34.4534683125936,596091,119679,Suicide,132,12795,10691.098688993101,154,128.677545768263,22.1442699185192,0
Lauderdale,AL,-87.65400964692091,34.9014073266963,462935,92729,Suicide,67,8047,8677.975606336751,121,130.48776542397698,14.4728741615994,0
Lawrence,AL,-87.3109905571047,34.5216779553514,165842,32924,Suicide,33,2597,7887.86295711335,59,179.20058316121998,19.898457568046698,0
Golden Valley,MT,-109.175153628465,46.38122291684521,4158,821,Suicide,0,50,6090.133982947621,2,243.605359317905,0.0,0
Granite,MT,-113.440362245657,46.404486026434796,16553,3379,Suicide,0,183,5415.80349215744,2,59.1891092039065,0.0,0
Madison,AL,-86.5502247163664,34.7630904735827,1787920,372909,Suicide,299,28773,7715.82343145379,237,63.5543792185225,16.723343326323302,0
Lowndes,AL,-86.65010823440929,32.1547457031073,51446,9726,Suicide,0,1186,12194.1188566728,37,380.423606827061,0.0,0
Macon,AL,-85.6926557982763,32.385938660091604,94687,18068,Suicide,0,1246,6896.17002435245,38,210.316581802081,0.0,0
Mobile,AL,-88.20579885923951,30.787212200953103,2073066,413210,Suicide,323,32257,7806.442244863391,595,143.99457902761299,15.580787104703901,0
Denali,AK,-150.011715918325,63.671642505159795,9926,2097,Suicide,0,67,3195.04053409633,0,0.0,0.0,0
Marengo,AL,-87.7895308203143,32.247665493391,98252,18863,Suicide,0,2133,11307.8513492021,32,169.644277156338,0.0,0
Montgomery,AL,-86.2076181657186,32.2202637980093,1131466,226486,Suicide,131,20385,9000.55632577731,348,153.65188135249,11.577899822000802,0
St. Clair,AL,-86.31461907158442,33.7157186351799,438679,89512,Suicide,84,7981,8916.12297792475,144,160.872285280186,19.1483978034052,0
Marshall,AL,-86.3066278481618,34.3669524969482,476175,96774,Suicide,84,10543,10894.4551222436,133,137.43360820055,17.6405733186329,0
Monroe,AL,-87.36543633099069,31.5708754167385,107544,20733,Suicide,14,1542,7437.41860801621,21,101.28780205469499,13.017927545934699,0
Fairbanks North Star,AK,-146.565411391752,64.80776532872329,498267,96849,Suicide,119,5806,5994.899276192839,25,25.8133795909096,23.8827777075343,0
Haines,AK,-135.499952780011,59.1198792512129,12596,2530,Suicide,0,25,988.142292490119,0,0.0,0.0,0
Hoonah-Angoon,AK,-135.642993339711,58.28835669160421,10589,2148,Suicide,0,0,0.0,0,0.0,0.0,0
Juneau,AK,-134.173941769057,58.45463054569571,161837,31974,Suicide,36,1141,3568.5244260962,5,15.6377056358291,22.2446041387322,0
Kenai Peninsula,AK,-151.565243896172,60.2654133196509,291192,58708,Suicide,85,3897,6637.936908087479,21,35.770252776453,29.1903623725927,0
