name,st_name,crude_rate,deaths_per_100k
Morgan,Colorado,11.996161228406901,302.738406495115
Camden,Georgia,11.7487436424137,43.9029744265174
Eagle,Colorado,7.76972029006956,29.0238902896947
Garfield,Colorado,11.2500894893482,59.9390619536804
Fremont,Colorado,19.050038100076197,73.16206442442359
Fulton,Indiana,17.8032738242421,150.195253829979
Grand,Colorado,15.996800639872001,31.7783144782001
Gilpin,Colorado,,32.035880185808104
Huerfano,Colorado,54.246278102585705,246.483978541395
Jackson,Colorado,,0.0
Jefferson,Colorado,14.592855814867198,116.49032993012301
Las Animas,Colorado,52.146461087465106,75.8306907486557
Kiowa,Colorado,,213.371266002845
Howard,Indiana,31.9740332093936,182.932738902888
Volusia,Florida,22.7942924909088,95.4301949812393
Hinsdale,Colorado,,0.0
Logan,Kansas,,214.74588403722302
Greene,Indiana,16.7119539987992,200.48869118476298
Lake,Colorado,,0.0
Lincoln,Colorado,,52.6223469566743
Saguache,Colorado,,58.6166471277843
La Plata,Colorado,14.1202538749235,60.475622987851494
Sedgwick,Colorado,,88.9679715302491
Logan,Colorado,10.008825964714301,258.824579410058
Park,Colorado,16.188339770125598,26.532236667551103
Larimer,Colorado,12.055412348288,52.115584521111
Mesa,Colorado,17.028658700447302,106.99695220802799
Summit,Colorado,6.59513147394593,16.123311083164
Montezuma,Colorado,19.8114860900508,80.2047129817057
Phillips,Colorado,,257.913247362251
Montrose,Colorado,13.025356026398098,98.2272323307919
Pitkin,Colorado,11.235323858210199,22.5136488996454
Huntington,Indiana,15.906709889037002,167.031763417306
Ouray,Colorado,,60.5815831987076
Routt,Colorado,16.9908411275446,74.1087448318902
Hamilton,Indiana,11.942931743301498,94.67147518867729
San Juan,Colorado,,0.0
Candler,Georgia,,370.267518281959
Dade,Georgia,,55.8451228592703
San Miguel,Colorado,,0.0
Yuma,Colorado,,149.71554047310102
Fairfield,Connecticut,16.760324402102402,202.68579884918597
Weld,Colorado,13.0018405730561,93.37672423357121
New Haven,Connecticut,27.1668470418051,207.54436641057097
Hart,Georgia,,156.458691089487
Hartford,Connecticut,28.361978410030602,233.817790337774
Broward,Florida,20.747864298091603,105.43953280915701
Litchfield,Connecticut,30.8380401441296,139.741478265209
Heard,Georgia,,109.032961502977
Middlesex,Connecticut,30.179844995338602,195.769410721761
Rush,Kansas,,329.380764163373
De Witt,Illinois,21.1264104985833,185.445709169971
New London,Connecticut,30.640406703292104,133.858208336161
Tolland,Connecticut,23.271588695825802,85.58860410958
Windham,Connecticut,31.5528278364535,116.456303197411
Alachua,Florida,10.4804289381351,60.956798727341
Kent,Delaware,25.350539726693803,108.968614826369
Ripley,Indiana,23.075470774566604,165.937014545968
DeKalb,Illinois,12.6142449227664,94.3782948988055
Douglas,Illinois,10.145177489880199,174.672489082969
Citrus,Florida,28.2874788192277,224.513387278911
New Castle,Delaware,31.3389372474577,95.748926627687
Escambia,Florida,17.7534253573835,158.96153507834998
Sussex,Delaware,28.874179401269398,145.159568790693
Baker,Florida,18.693201426435103,164.327285176309
Clay,Florida,24.318084388558802,109.919179756627
District of Columbia,District of Columbia,32.6222351042239,126.815624251682
Collier,Florida,14.649514481072499,103.40294412603701
Bay,Florida,18.7203594309011,157.980595861595
Delaware,Iowa,,211.627770266298
Bradford,Florida,16.257038558739602,134.746994787419
Brevard,Florida,31.4520465282684,103.33221473165199
Calhoun,Florida,,255.22864232541698
Hendry,Florida,11.568427247167001,130.883822759507
Franklin,Florida,,82.4742268041237
Highlands,Florida,15.977875573773401,235.35835663381098
Charlotte,Florida,12.287435815057199,153.512254512731
Dixie,Florida,28.1232040888693,77.2613811957685
Emmet,Iowa,,347.523892267593
Duval,Florida,31.156231311126,92.92564382331601
Polk,Florida,16.9189007736362,131.488719978697
Flagler,Florida,12.6232858784415,59.95776887583529
Hernando,Florida,19.135156531047603,173.26732673267298
Glades,Florida,,94.1278690898559
Hamilton,Florida,,103.964513446077
Gadsden,Florida,4.7766275272702,148.926850635129
Gilchrist,Florida,,150.68345710903
Rush,Indiana,21.551466098346502,108.557988058621
Gulf,Florida,12.4798761996281,234.62130654740102
Hillsborough,Florida,14.883026670383801,86.2790495445553
Indian River,Florida,17.4595553368702,138.816805587689
Holmes,Florida,19.48797899401,173.31905999897998
Polk,Georgia,17.2258694279097,147.842207776969
Fayette,Illinois,13.773851719895001,253.093363329584
Manatee,Florida,33.8778548371325,122.00777179587
Jackson,Florida,10.7320939140772,282.242426853966
Jefferson,Florida,,147.409799241892
Martin,Florida,21.6672094028086,146.583850931677
Lafayette,Florida,23.095755000230998,273.094276893849
Lake,Florida,14.349739471846199,105.688089388153
Jay,Indiana,32.3639998096235,112.546486592288
Lee,Florida,21.9030954799849,100.833531236982
Madison,Florida,13.025356026398098,200.075704320554
Orange,Florida,15.489481275495,65.3772071086769
Osceola,Florida,15.854338853364501,95.0097271863548
Palm Beach,Florida,27.750851635417,142.907727974238
Pasco,Florida,27.841980943276898,92.96918297237819
Pinellas,Florida,24.6320213775077,130.154380120534
St. Lucie,Florida,22.0156108319418,145.599868411834
Putnam,Florida,15.106984920482303,128.82274795024202
Santa Rosa,Florida,13.339886259917199,112.85150803253201
Sarasota,Florida,21.010064937112897,140.636599637573
Miller,Georgia,,104.931794333683
St. Johns,Florida,11.547746109216199,59.6965300447346
Ford,Illinois,14.805383237345099,393.488156778026
Suwannee,Florida,9.09268629777638,256.658486615485
Seminole,Florida,17.8255467305928,76.93514134447871
Henry,Indiana,18.910741301059,137.58025514883698
Hancock,Indiana,23.0008848575704,135.60536280831002
Sumter,Florida,9.32658764701647,133.665609424558
Taylor,Florida,12.6461077087059,152.99735731837401
Monroe,Indiana,16.2212022110323,77.477076890946
Union,Florida,28.9386106836089,459.408019951434
Wakulla,Florida,16.3069724851199,112.629301401938
Schley,Georgia,,38.0445120791326
Screven,Georgia,,121.724187312044
Walton,Florida,13.6084045506505,89.1036978034588
Macoupin,Illinois,17.4546723976174,220.362373681165
Washington,Florida,12.179872354937698,121.69748361009701
Tippecanoe,Indiana,16.7978957977618,74.59178877240309
Camas,Idaho,,0.0
Caribou,Idaho,,153.738644304682
Appling,Georgia,11.8983234180638,282.823887740672
Clearwater,Idaho,,137.048880767474
Atkinson,Georgia,,159.216166564605
Bacon,Georgia,,268.720888570405
Custer,Idaho,,69.5249130938586
Baker,Georgia,,197.498354180382
Lawrence,Illinois,14.756517461879001,197.72930220691399
Cherokee,Georgia,17.6816249909113,75.7420596430076
Elmore,Idaho,,36.3490967249464
Tama,Iowa,,350.065266405601
Baldwin,Georgia,5.30407839427867,202.71775451102698
Banks,Georgia,18.317189065715603,135.177290215244
Ben Hill,Georgia,,371.25748502993997
Bartow,Georgia,19.8171435607751,147.580240954909
Barrow,Georgia,17.3752483104516,105.718404613167
Berrien,Georgia,,180.44027426921699
Bleckley,Georgia,,318.496077060514
Bibb,Georgia,9.786740402143689,207.627367637553
Bryan,Georgia,11.6380886933197,63.088298382416
Brantley,Georgia,29.0775940983253,130.828405463394
Brooks,Georgia,,239.37374652261101
Burke,Georgia,12.3798491426954,160.836349014877
Calhoun,Georgia,,193.892389723703
Butts,Georgia,19.322859783247896,232.595444337504
Carroll,Georgia,19.6270177951628,135.842389492633
Catoosa,Georgia,21.68419974762,75.4661142349808
Crisp,Georgia,,227.96352583586602
Fayette,Iowa,,122.137404580153
Charlton,Georgia,20.2991786640018,171.744324970131
Chatham,Georgia,11.2569339586259,99.16041875410289
Chattooga,Georgia,21.7312567910177,229.940699503812
Chattahoochee,Georgia,,27.505271843770103
Clarke,Georgia,9.93667771988505,67.7934404002151
Clay,Georgia,,105.857445306987
Massac,Illinois,17.8686789548197,239.61661341852997
Clayton,Georgia,8.812611635369949,99.5702397897733
Clinch,Georgia,,256.875188878815
Dawson,Georgia,25.139313696736103,91.92584648383641
Cobb,Georgia,15.9385644684127,93.9299419449813
Decatur,Georgia,9.66492450207052,215.87638236630798
Coffee,Georgia,18.601363479943103,277.309176622836
Colquitt,Georgia,7.857482724451179,155.70175438596502
Douglas,Georgia,17.7228650277236,97.03231449403108
Columbia,Georgia,13.5753547579582,89.97281672345801
Cook,Georgia,,191.082802547771
Grady,Georgia,,182.681768359518
Coweta,Georgia,12.0824105688399,76.08966459945191
Piatt,Illinois,15.81143044795,110.132158590308
Crawford,Georgia,,88.68107062237992
Gordon,Georgia,14.421436586129401,139.744319652192
Dougherty,Georgia,7.480731615552,274.000636681977
DeKalb,Georgia,10.9247931842238,82.3129816132554
Evans,Georgia,,150.17833677491998
Haralson,Georgia,29.588648968525895,177.900107411386
Effingham,Georgia,11.587761960104,71.5441084981958
Dodge,Georgia,16.3688183638885,407.668041737442
Floyd,Iowa,,230.149597238205
Madison,Indiana,29.6192537490725,172.88085884740897
Dooly,Georgia,,246.452576549664
Franklin,Georgia,23.0623214887616,141.333675960427
Early,Georgia,,421.98233562316
Fulton,Georgia,15.5610753659781,86.5652759514896
Echols,Georgia,,149.775336994508
Elbert,Georgia,16.6365129868779,224.02834219026798
Franklin,Iowa,,178.748758689176
Emanuel,Georgia,9.71388202048746,287.026406429391
Gallatin,Illinois,,82.8500414250207
Fannin,Georgia,18.5122583345407,190.927142202536
Floyd,Georgia,12.9986155442809,158.378850331986
Hancock,Iowa,,225.776105362183
Fayette,Georgia,9.49798660604681,92.640337001075
Forsyth,Georgia,12.3375256729395,42.5789758118664
Liberty,Georgia,7.9842104254626,65.10946528851629
Gilmer,Georgia,18.7351122768514,149.82944945647
Glascock,Georgia,,336.587007741501
Glynn,Georgia,14.9730129267012,173.521549500539
Wabash,Indiana,23.2887490165224,164.53735965931102
Shelby,Illinois,9.1743119266055,161.782379587686
Stark,Illinois,,393.11119430924697
Greene,Georgia,11.7395693925947,191.00633049552502
Irwin,Georgia,,254.885301614274
Hardin,Iowa,,184.019945387629
Shoshone,Idaho,22.3599310036415,232.88309268747102
Gwinnett,Georgia,8.76588485425115,77.65020026702271
Bond,Illinois,22.4530553881424,158.285644709607
Habersham,Georgia,8.56052516569122,258.118602188493
Hall,Georgia,14.5559518574616,154.078682847374
Stephenson,Illinois,13.1801506930563,175.28877702368598
Harris,Georgia,8.912708928751801,102.16823703031
Hancock,Georgia,,626.699775334043
Henry,Georgia,14.331955122051498,86.54465149790458
Black Hawk,Iowa,9.935090740495431,185.17389581491798
Houston,Georgia,10.523352634916,114.656379265566
Jenkins,Georgia,,426.463808206547
Jackson,Georgia,19.8300110437908,132.918590788879
Johnson,Georgia,,383.698019288603
Cook,Illinois,18.6388558526257,180.59377119442902
Jasper,Georgia,14.5507457257184,161.75539770729299
Jones,Georgia,11.1895936778796,97.442143727162
Jeff Davis,Georgia,20.0776335162629,251.40588819053903
Jefferson,Georgia,,312.459315193334
Lamar,Georgia,20.545871361217998,209.67657388478298
Lanier,Georgia,,95.94166746618059
Jefferson,Indiana,16.0866202629544,117.61792744831001
Laurens,Georgia,8.83269611739915,281.83233079544
Marion,Georgia,,131.594688359852
Lee,Georgia,8.845703709752051,133.368898372899
Lowndes,Georgia,7.85578866881042,136.279236154881
Lincoln,Georgia,,214.61936624163602
Paulding,Georgia,16.398924333057,83.0037885300622
Long,Georgia,12.0491165806798,46.0146224244593
Lumpkin,Georgia,20.6434500835121,110.08628384409401
Lawrence,Indiana,10.523961745399099,176.327970024245
Boone,Iowa,,68.6132499809408
McDuffie,Georgia,11.1701682041162,159.534534534535
McIntosh,Georgia,15.590452973524599,83.4608429545138
Peach,Georgia,11.1364361919328,130.69048137660602
Macon,Georgia,,146.752143353673
Madison,Georgia,21.4489825571339,117.13520749665301
Meriwether,Georgia,16.1016868884911,151.17872159493498
Lee,Illinois,14.5180866323266,222.90004692632598
Mitchell,Georgia,8.905671131376462,315.601701504825
Monroe,Georgia,12.491458047070802,293.712379432881
Adams,Idaho,,69.8649278062413
Pulaski,Georgia,,296.30959863517995
Montgomery,Georgia,,174.44395987788897
Ada,Idaho,12.503977519730698,84.30460124546549
Pike,Georgia,,142.39004324438298
Morgan,Georgia,13.1237901505955,62.2535795808259
Murray,Georgia,22.7280762451198,127.19473264166001
Ida,Iowa,,437.31778425656
Muscogee,Georgia,10.4338770767721,127.70152577783001
Randolph,Georgia,,457.36205370315696
Newton,Georgia,11.990272891117101,142.289518900344
Stephens,Georgia,16.311693153749403,250.723240115718
Oconee,Georgia,5.939653124257539,121.648460774578
Oglethorpe,Georgia,,104.85615046857599
Quitman,Georgia,,43.49717268377561
Putnam,Georgia,,176.31900176319002
